electrode_1_standard_deviation,electrode_2_standard_deviation,electrode_3_standard_deviation,electrode_4_standard_deviation,electrode_5_standard_deviation,electrode_6_standard_deviation,electrode_7_standard_deviation,electrode_8_standard_deviation,electrode_1_root_mean_square,electrode_2_root_mean_square,electrode_3_root_mean_square,electrode_4_root_mean_square,electrode_5_root_mean_square,electrode_6_root_mean_square,electrode_7_root_mean_square,electrode_8_root_mean_square,electrode_1_modified_mean_absolute_value_1,electrode_2_modified_mean_absolute_value_1,electrode_3_modified_mean_absolute_value_1,electrode_4_modified_mean_absolute_value_1,electrode_5_modified_mean_absolute_value_1,electrode_6_modified_mean_absolute_value_1,electrode_7_modified_mean_absolute_value_1,electrode_8_modified_mean_absolute_value_1,electrode_1_modified_mean_absolute_value_2,electrode_2_modified_mean_absolute_value_2,electrode_3_modified_mean_absolute_value_2,electrode_4_modified_mean_absolute_value_2,electrode_5_modified_mean_absolute_value_2,electrode_6_modified_mean_absolute_value_2,electrode_7_modified_mean_absolute_value_2,electrode_8_modified_mean_absolute_value_2,electrode_1_zero_crossing,electrode_2_zero_crossing,electrode_3_zero_crossing,electrode_4_zero_crossing,electrode_5_zero_crossing,electrode_6_zero_crossing,electrode_7_zero_crossing,electrode_8_zero_crossing,electrode_1_average_amplitude_change,electrode_2_average_amplitude_change,electrode_3_average_amplitude_change,electrode_4_average_amplitude_change,electrode_5_average_amplitude_change,electrode_6_average_amplitude_change,electrode_7_average_amplitude_change,electrode_8_average_amplitude_change,electrode_1_slope_sign_change,electrode_2_slope_sign_change,electrode_3_slope_sign_change,electrode_4_slope_sign_change,electrode_5_slope_sign_change,electrode_6_slope_sign_change,electrode_7_slope_sign_change,electrode_8_slope_sign_change,electrode_1_mean_absolute_value,electrode_2_mean_absolute_value,electrode_3_mean_absolute_value,electrode_4_mean_absolute_value,electrode_5_mean_absolute_value,electrode_6_mean_absolute_value,electrode_7_mean_absolute_value,electrode_8_mean_absolute_value,electrode_1_waveform_length,electrode_2_waveform_length,electrode_3_waveform_length,electrode_4_waveform_length,electrode_5_waveform_length,electrode_6_waveform_length,electrode_7_waveform_length,electrode_8_waveform_length,electrode_1_willison_amplitude,electrode_2_willison_amplitude,electrode_3_willison_amplitude,electrode_4_willison_amplitude,electrode_5_willison_amplitude,electrode_6_willison_amplitude,electrode_7_willison_amplitude,electrode_8_willison_amplitude,electrode_1_simple_square_integral,electrode_2_simple_square_integral,electrode_3_simple_square_integral,electrode_4_simple_square_integral,electrode_5_simple_square_integral,electrode_6_simple_square_integral,electrode_7_simple_square_integral,electrode_8_simple_square_integral,classification
0.0349431704735606,0.0256132527583499,0.0252014626515616,0.0199721580002217,0.0124632743211868,0.0169393125938569,0.0176153264993098,0.0149239416163309,0.0360732414714147,0.027496173979877,0.0273699828957138,0.0221524018179368,0.0156900968978312,0.0194112416431819,0.0196920583366323,0.0177924960785438,0.0175782149999999,0.0147396649999999,0.0152344616666666,0.0132032133333333,0.00958339,0.0112500816666666,0.0111979533333333,0.0107552716666666,0.0136174296,0.0114625705777777,0.0119236715555555,0.0100993664,0.0068215735111111,0.0088847958666666,0.0083979354666666,0.0080604694222222,47,49,44,43,30,31,31,26,0.0301043466666666,0.0247397366666666,0.02427101,0.02036476,0.0135938766666666,0.01958348,0.01723967,0.0159376466666666,0,0,0,0,0,0,0,0,-0.0089584366666666,-0.0100000433333333,-0.0106771833333333,-0.0095834133333333,-0.0095313133333333,-0.00947924,-0.0088021266666666,-0.0096875633333333,4.515652,3.710960500000001,3.6406515000000015,3.054714000000002,2.039081500000001,2.9375220000000013,2.585950500000001,2.3906470000000013,16,12,16,7,1,8,9,11,0.1951918125382499,0.11340593752975,0.11236739455675,0.0736093359455,0.0369268710995,0.0565194453194999,0.0581665742299999,0.0474859375057499,1
0.0438350579845204,0.0330766795273622,0.0717443503732985,0.0188367413042787,0.0166559808317309,0.0257069882834082,0.025206626167111,0.0202008314989655,0.0449612356203281,0.0343513691516073,0.0724024381297112,0.021040785048765,0.019400610092168,0.0272061004426703,0.0266313279867277,0.0223811543062461,0.0197657483333333,0.0187761033333333,0.0293490166666666,0.0127084166666666,0.01098962,0.01440117,0.0138542116666666,0.0113022083333333,0.0164785804888888,0.0160688016,0.0251958727111111,0.0099875611111111,0.0077951671555555,0.0116167786666666,0.0114646185333333,0.0082688524888888,43,47,53,35,21,33,33,22,0.0346356766666666,0.0329167999999999,0.0552084466666666,0.01864602,0.01541673,0.02286485,0.02307299,0.01854194,0,0,0,0,0,0,0,0,-0.01000002,-0.0092709133333333,-0.0097396733333333,-0.0093750633333333,-0.0099479633333333,-0.0089063266666666,-0.0085938133333333,-0.00963548,5.195351499999996,4.937519999999996,8.281266999999998,2.796903000000001,2.3125095000000018,3.429727500000002,3.460948500000001,2.7812910000000017,21,27,36,9,6,15,17,12,0.3032269062760002,0.1770024843884999,0.7863169570689998,0.0664071953202499,0.0564575507922499,0.1110257851945,0.1063841445505,0.075137410212,1
0.0325687581277511,0.0309343539273985,0.0332336616842415,0.0201452476313132,0.0162354769675287,0.0280190662133237,0.0277416813786533,0.0198771374074292,0.0337783430434847,0.0323694191665013,0.0350199266219962,0.0223535278733208,0.0190408285293296,0.0295294137456198,0.0291203957427607,0.0213764528020124,0.01752619,0.0171355033333333,0.0189063049999999,0.0130990333333333,0.010807355,0.0158073133333333,0.0159897,0.011640665,0.0147258272,0.0141257712888888,0.0139750132888888,0.0086826811555555,0.0083722624444444,0.0128180573333333,0.0130681522222222,0.0091889256444444,50,39,46,33,21,33,37,24,0.02786486,0.0287501,0.0343230599999999,0.0207813533333333,0.0163021966666666,0.02552088,0.0239064566666666,0.0160938166666666,0,0,0,0,0,0,0,0,-0.0089583733333333,-0.0095312666666666,-0.0110416933333333,-0.00968758,-0.0099479866666666,-0.0093229933333333,-0.0088541833333333,-0.0078646133333333,4.179729000000001,4.312515000000002,5.148458999999996,3.1172030000000013,2.445329500000001,3.828132000000002,3.5859685000000017,2.414072500000001,18,25,31,10,9,17,17,11,0.1711464688144999,0.1571668945765,0.1839592890914999,0.0749520312575,0.0543829726624999,0.1307979414239999,0.12719961723225,0.0685429101595,1
0.031993890482963,0.0294814821864233,0.03581914858003,0.0371548254141145,0.0145152850900788,0.0225039315370803,0.0179823589103571,0.0157389263771481,0.033035277867733,0.0309362112565517,0.0373915612714508,0.0383321425359101,0.017597039731917,0.0243987197639548,0.0199079391626808,0.0181098485532044,0.0185418133333333,0.0184116166666666,0.0207813933333333,0.0186720449999999,0.0104427616666666,0.0134635833333333,0.01182298,0.0105990183333333,0.0156181876888888,0.0147674908444444,0.0162681648888888,0.0136584633333333,0.0076097598666666,0.0111264248,0.0094083863555555,0.0076521222666666,47,50,56,44,32,31,34,34,0.03005229,0.0296877799999999,0.0385419466666666,0.0319794666666666,0.0168230366666666,0.0206771733333333,0.0185938633333333,0.0156771966666666,0,0,0,0,0,0,0,0,-0.00822925,-0.00937504,-0.01072928,-0.0094272,-0.00994798,-0.0094271199999999,-0.00854171,-0.0089583933333333,4.507843500000002,4.453167,5.781291999999995,4.796919999999995,2.523455500000001,3.101576000000001,2.7890795000000006,2.351579500000001,28,25,32,23,8,16,13,8,0.1636994375697499,0.1435573750364999,0.2097193281474999,0.2204029727089998,0.0464483710989999,0.089294628918,0.0594489062557499,0.0491949921929999,1
0.0342169680452226,0.0290607494258877,0.0278836880351396,0.0253707347243025,0.0150301165503073,0.0235909603001962,0.0255455012668986,0.0187879049177451,0.0355619039217765,0.0304722124142362,0.0293845126460351,0.0271760105047325,0.0177696516815421,0.025443634089853,0.0272657136476381,0.020836858248266,0.0162761116666666,0.0160938366666666,0.0168490516666666,0.0156772049999999,0.0106250716666666,0.0133854533333333,0.0151563516666666,0.0113282166666666,0.0136299185777777,0.0131736867111111,0.0125382473777777,0.011071618,0.0071764302666666,0.0105021076888888,0.0125424502222222,0.0089417484,34,41,44,41,29,32,41,20,0.02848971,0.02630225,0.0267709866666666,0.0267710666666666,0.01614599,0.02109383,0.0251564366666666,0.01776059,0,0,0,0,0,0,0,0,-0.0096875233333333,-0.00916671,-0.0092708966666666,-0.00973968,-0.0094792466666666,-0.00953127,-0.0095313433333333,-0.00901051,4.273456500000001,3.945337500000002,4.015648000000001,4.015660000000003,2.421898500000001,3.164074500000001,3.7734655000000017,2.6640885000000014,21,21,19,22,7,14,19,13,0.1896973515812499,0.13928335941275,0.12951743751675,0.1107803320430001,0.0473640781324999,0.09710677735475,0.11151287110725,0.0651261992487499,1
0.0388788095989291,0.042333666374173,0.0326055370884428,0.0267171645445414,0.014706047155696,0.019621297997145,0.0206617885727091,0.0163774822769679,0.039897566112212,0.0434048432437556,0.0341198695070775,0.0285273251691251,0.0173290744977912,0.0216790719741797,0.022732460044248,0.0189229468294449,0.01804701,0.021588685,0.0176563999999999,0.0149740399999999,0.0102604716666666,0.0121094616666666,0.01255213,0.01070319,0.0147674767555555,0.0182411080888889,0.0120896960888888,0.0104799215555555,0.0075708762222222,0.0092736825777777,0.0097708706666666,0.0079507366222222,52,57,53,44,33,37,37,34,0.0334377866666666,0.0356252333333333,0.0325002733333333,0.0283855633333333,0.0166667766666666,0.0197918466666666,0.02151051,0.01796889,0,0,0,0,0,0,0,0,-0.0089584566666666,-0.0095833766666666,-0.0100520866666666,-0.01000007,-0.0091667333333333,-0.0092188299999999,-0.0094792,-0.0094792399999999,5.015667999999994,5.343784999999997,4.875040999999997,4.2578345,2.5000165000000014,2.968777000000001,3.226576500000001,2.6953335000000016,25,25,27,20,3,15,15,11,0.2387723672517499,0.2825970625522501,0.1746248242769999,0.12207124219575,0.0450445234424999,0.07049732424925,0.0775147109495,0.0537116875064999,1
0.0309976100376,0.0324941770573683,0.0221522546867458,0.0206979583975124,0.0134816370301899,0.0171975047409972,0.0190273526943176,0.0141127711886822,0.0323692655006514,0.0339525185529733,0.024523721513839,0.0226159736841758,0.0168166700230753,0.019712861311675,0.0212811114174048,0.0167439206951358,0.0164844399999999,0.0184115999999999,0.0144011399999999,0.013229255,0.01039069,0.0119271683333333,0.0124219366666666,0.010572975,0.0130278124888888,0.0147098426666666,0.0104452228,0.0092271420888888,0.0079806139999999,0.0092396485777777,0.0096125536,0.0079396335999999,48,40,46,44,31,28,36,34,0.0296876466666666,0.0315107166666666,0.0245835566666666,0.0237502,0.01567721,0.0197918666666666,0.0203126133333333,0.0158855433333333,0,0,0,0,0,0,0,0,-0.0093229566666666,-0.00984388,-0.0105209566666666,-0.0091146466666666,-0.0100521566666666,-0.0096354933333333,-0.0095312933333333,-0.00901047,4.453146999999997,4.7266074999999965,3.6875335000000025,3.562530000000003,2.3515815000000018,2.968780000000002,3.046892000000001,2.382831500000001,22,27,18,15,4,16,11,9,0.1571654023577499,0.1729160274134999,0.09021193753325,0.0767223398525,0.0424200585997499,0.0582895351639999,0.0679328554739999,0.0420538320367499,1
0.046747555418,0.0381424571641972,0.0276214413360675,0.0276351017423173,0.012405993176642,0.0144921108398868,0.0150885439618436,0.0145088277736173,0.0476886159279305,0.0392653138316334,0.0295020325063658,0.0292667371134592,0.0159345536503746,0.0171757891932704,0.0173642675197275,0.0169971520295803,0.0210678166666666,0.0176823833333333,0.0159636266666666,0.0160938716666666,0.0094010933333333,0.009791725,0.00966152,0.0099479716666666,0.0180792509777777,0.0144084062222222,0.0118945079111111,0.0108452190222222,0.0061312811555555,0.0070715608888888,0.0072042112888888,0.0072042086666666,55,40,56,47,24,27,23,27,0.0389585899999999,0.0306772633333333,0.0294793,0.0314065199999999,0.0142709466666666,0.01536471,0.0151043066666666,0.01536471,0,0,0,0,0,0,0,0,-0.0094270966666666,-0.0093229733333333,-0.0103646466666666,-0.00963551,-0.0100000666666666,-0.00921881,-0.0085938133333333,-0.0088542133333333,5.843788499999994,4.601589499999997,4.421895000000001,4.710977999999997,2.140642000000001,2.3047065000000013,2.265646000000001,2.3047065000000013,23,18,26,26,2,8,4,6,0.3411306133682501,0.2312647305444999,0.130555488301,0.12848128519025,0.0380865000055,0.0442511601617499,0.0452276679744999,0.0433354765674999,1
0.0289252484213582,0.0290573472591488,0.0247100274022333,0.0231685015322326,0.0132870757041239,0.0193344082770533,0.0211321358127526,0.0185602191037845,0.030311733674217,0.0308505600874873,0.0268975409357745,0.0250326952882958,0.0164744554489164,0.0217914111328676,0.0230346704293766,0.0205416389880002,0.01536471,0.0160417866666666,0.0166407199999999,0.0132032133333333,0.0098959,0.0123178,0.0128125366666666,0.010625035,0.0128431670222222,0.0127605163999999,0.0115590922222222,0.0077798971555555,0.0069965688444444,0.0096806308888888,0.0096764104,0.0079132250222222,36,42,58,45,36,28,31,21,0.0221356966666666,0.0259377133333333,0.0293751666666666,0.02692727,0.0154168133333333,0.0180730966666666,0.0186979766666666,0.0156250866666666,0,0,0,0,0,0,0,0,-0.0090626266666666,-0.0103647299999999,-0.0106250766666666,-0.00947926,-0.0097396766666666,-0.0100521766666666,-0.0091667266666666,-0.0088021133333333,3.320354500000001,3.890657000000001,4.406275,4.039090500000002,2.3125220000000017,2.710964500000001,2.8046965000000013,2.343763000000001,12,14,26,22,3,11,11,7,0.1378201797504999,0.1427635586567499,0.10852165625875,0.0939953750095,0.0407111523507499,0.07122983987425,0.0795894062685,0.0632938398469999,1
0.02874087829258,0.0274324871501131,0.0312752324382296,0.0208452907075224,0.0126198639524384,0.0180284869116444,0.0205503256480553,0.0158071411385276,0.0300892080793928,0.0289734230833764,0.0328991102997228,0.0230084070926621,0.0156900919185219,0.0201315491426599,0.0227415157037007,0.0181435357817414,0.0170052899999999,0.01638035,0.0177604366666666,0.0140105216666666,0.0092969333333333,0.0121875833333333,0.01328132,0.010390685,0.0138931047555555,0.0137542944444444,0.0124430174222222,0.0094174422222222,0.0066930993333333,0.0096778464888888,0.0106632545333333,0.0078361585333333,43,38,53,40,21,29,24,24,0.0277084933333333,0.0255731833333333,0.0321354599999999,0.0230210333333333,0.0128126,0.0174480933333333,0.02036473,0.0158334666666666,0,0,0,0,0,0,0,0,-0.0089063099999999,-0.0093229766666666,-0.0102083933333333,-0.0097396433333333,-0.0093229833333333,-0.0089584,-0.0097396433333333,-0.0089062999999999,4.156273999999999,3.8359775000000016,4.820318999999994,3.453155000000001,1.9218900000000003,2.617214000000001,3.0547095000000017,2.375020000000001,21,17,26,16,1,11,17,7,0.1358040664267499,0.12591888677525,0.1623527187769999,0.07940801954125,0.03692684766175,0.0607918906324999,0.07757648047525,0.0493781835994999,1
