electrode_1_waveform_length,electrode_2_waveform_length,electrode_3_waveform_length,electrode_4_waveform_length,electrode_5_waveform_length,electrode_6_waveform_length,electrode_7_waveform_length,electrode_8_waveform_length
2.515648000000002,2.8593900000000008,4.523466000000001,4.187525000000001,2.218764000000001,1.8828265000000006,1.8047005000000012,2.0625200000000015
2.515643000000002,2.8125230000000014,5.242220999999999,4.6328499999999995,2.1640845000000004,2.0390875000000013,1.4140735000000002,2.195329500000001
2.3515830000000015,2.9687705000000015,4.054718000000004,3.953149000000002,2.3359545000000006,1.9531420000000008,1.5156430000000003,2.109394000000001
2.0156400000000003,2.9843975000000014,4.007835500000002,3.843778000000002,2.148457500000001,2.0078295000000015,1.500017,2.0859525000000008
2.3203295,3.015646000000001,3.6719015000000024,4.3828475,2.015645000000002,2.070324500000001,1.656264000000001,1.9687700000000012
2.015644500000001,2.953141000000001,6.093769999999997,4.7109855000000005,2.2656470000000013,1.9765765000000006,1.3125120000000006,1.8828275000000003
1.7578215,2.726588000000002,4.7422169999999975,4.375038999999999,2.0312670000000006,1.914077500000001,1.4453255,1.890639000000001
1.773455500000001,2.679712500000002,5.148465000000001,4.078152500000003,2.0000175000000007,1.9843875000000006,1.656261500000001,2.070331500000001
1.8593880000000007,2.578147000000002,4.226592,3.3515800000000016,2.0625150000000008,1.9297035000000005,1.6406380000000005,1.7578295000000006
2.3047100000000014,2.6718940000000018,3.687529000000002,3.7734680000000016,2.0156400000000003,1.9609515000000008,1.7500150000000005,1.828138
1.992210500000001,2.929710000000002,4.164089500000002,3.828153000000003,1.875017000000001,2.1328285000000005,1.5859505,1.921892000000001
1.882827000000001,2.4843890000000006,3.921905500000003,3.843773000000002,1.9062660000000007,1.9062660000000007,1.375008,1.843773000000001
1.8906380000000007,2.578147500000002,3.8750240000000025,3.6484625000000017,2.031270500000001,2.1015850000000005,1.3906405,1.8828305000000012
1.9922085000000014,2.468765000000001,4.125024000000001,3.062522000000002,2.0547085000000007,1.6718930000000003,1.5859535000000002,1.8359550000000011
1.937518000000001,2.578149500000001,3.945343000000002,4.7734824999999965,2.2109590000000012,1.8359495000000001,1.4531370000000001,1.7812660000000002
1.7968940000000009,2.632837000000002,4.093788000000003,4.062526000000002,2.179707500000001,2.0703315000000013,1.6093845000000002,1.968766
2.0468880000000005,2.375017000000001,3.906279000000002,3.906280500000003,1.9453295000000004,1.9687675000000007,1.5156380000000003,1.7656450000000006
1.8906420000000008,2.5859560000000013,4.218770000000001,3.500025000000002,1.7265755000000005,1.8125160000000005,1.5703255000000003,1.796891000000001
1.8281440000000007,2.437521000000002,3.945342500000003,4.148466000000001,2.0547055000000007,1.7265815000000004,1.3593850000000003,1.7734515000000006
1.8203245000000006,2.4453360000000015,4.2265925000000015,3.2109630000000027,1.7968940000000007,1.8047015000000006,1.4765765000000004,1.6718890000000004
1.7500140000000013,1.9765800000000013,3.4219035000000018,3.062526000000002,1.750017000000001,1.671893000000001,1.4453270000000003,1.6172055000000007
1.7812660000000005,2.4922090000000017,3.5390845000000017,3.187524000000002,1.7812630000000005,1.7109515000000004,1.5234515000000006,1.6172045000000006
1.9843880000000007,2.195336500000001,3.7422120000000025,3.593780000000003,1.8359520000000005,1.906263500000001,1.5625160000000013,1.7265765000000008
1.8828295000000006,2.5937700000000015,3.570335000000001,3.5625310000000026,1.9922025000000012,1.7187610000000006,1.3046975000000003,1.7187655000000013
1.9062725000000011,2.4297060000000013,4.000030500000002,3.906277000000002,2.0234555000000007,1.781267000000001,1.4140745000000003,1.8203305000000016
1.8672015000000006,2.101578500000001,3.2656420000000015,3.6406500000000017,1.6640785,1.5234525,1.4297015000000004,1.5625139999999997
1.976578500000001,2.257832500000001,4.140656000000002,3.2500225000000014,1.4765785,1.5703245000000003,1.2265735000000002,1.6328235000000004
2.1562650000000008,2.2812755000000022,4.3203425000000015,3.3593950000000015,1.8593960000000012,1.6093940000000009,1.390634,1.7500160000000007
1.750013000000001,2.1953295000000015,4.046906500000002,3.4297135000000023,1.781270500000001,1.6328330000000006,1.4531410000000005,1.6250180000000007
1.9140795000000008,2.234398000000001,3.7187740000000025,3.6875255000000027,1.8203295000000006,1.6953315000000009,1.5234505000000005,1.5312630000000007
1.6875150000000005,2.320337500000001,3.3125275000000025,3.367214000000002,1.8281405000000008,1.5859575000000006,1.4062610000000004,1.5937640000000002
1.9922045000000013,2.164075500000001,2.7734575000000006,3.015655000000002,1.5468910000000007,1.8047035000000013,1.3671980000000001,1.5234500000000009
1.8437650000000008,2.554705500000001,3.039085000000002,3.132827500000001,1.695332500000001,1.6406420000000006,1.515641000000001,1.617200500000001
1.5859555000000005,2.4218915000000014,3.6094010000000023,3.5156480000000023,1.8593940000000007,1.5156400000000008,1.5547005000000005,1.5156380000000005
2.1953315000000013,2.0468885000000006,3.890650000000002,3.203147000000002,1.7656450000000008,1.5859515000000002,1.4531355000000001,1.35939
2.0625170000000015,2.0625150000000003,3.1172195000000023,3.4609615000000016,1.7812645000000005,1.4218900000000003,1.3359475,1.5781370000000003
1.851582500000001,1.929708000000001,3.6562720000000013,3.179707500000001,1.7343930000000007,1.4296995000000003,1.6718900000000005,1.5234525000000005
2.0390770000000003,2.039075500000001,3.3125230000000023,3.867227000000003,2.0390845000000013,1.7343850000000007,1.3984485000000002,1.3984480000000001
1.7734485000000006,2.3750190000000013,3.5781505000000022,3.8594050000000015,1.8672025000000005,1.5937690000000004,1.5000100000000003,1.6015745000000003
2.3906470000000013,2.351587000000001,4.054715500000002,3.4375260000000023,1.9375180000000007,1.5547065000000004,1.4531360000000006,1.5468870000000003
2.0000220000000013,2.3046995,3.5859685000000026,3.875031000000003,2.0937765000000006,1.6640810000000001,1.6328255000000005,1.695325500000001
2.031267500000001,2.226582000000001,3.6406480000000028,3.664082500000002,1.726585500000001,1.4843890000000006,1.4453275000000005,1.4765735000000006
2.2734580000000015,2.375020500000002,3.625028000000002,3.7656510000000027,1.875020000000001,1.6562685000000006,1.4531420000000006,1.6797015000000004
2.0078275000000008,1.867203500000001,3.5312760000000014,3.2422065000000018,2.015647000000001,1.4765750000000002,1.5000130000000003,1.5390755000000005
1.7187619999999997,2.187520500000001,3.8828445000000036,3.523470500000003,1.8593900000000008,1.9140885000000014,1.3047015000000002,1.476579500000001
1.9375170000000006,1.9843885000000006,3.8359625000000013,3.609401000000002,1.6015795000000002,1.4843905000000004,1.3750120000000003,1.3593860000000004
